town,road_id,lane_id,entry_s_m,R_m,direction,R_spread,curve_m,heading_deg,lead_in_m,lane_width_m,lanes_left,lanes_right,junction,x,y,v_ay85_kmh,ay_at_130
Town12,619,2,46.1,314.5,right,0.017,100.0,18.2,0.0,3.39,0,0,False,-2330.2,6193.1,102.0,4.15
Town12,740,-1,376.0,159.4,left,0.0,168.0,-60.4,0.0,3.0,0,0,False,-3217.3,4135.2,72.6,8.18
Town12,280,-1,77.2,261.5,right,0.005,216.0,47.3,196.0,3.0,0,0,False,-3339.0,2003.7,93.0,4.99
Town12,794,-5,45.4,478.2,right,0.0,58.0,6.9,52.0,3.5,3,0,False,-2444.7,6075.4,125.7,2.73
Town12,794,-4,262.8,637.0,right,0.0,200.0,18.0,0.0,3.5,2,0,False,-2531.8,5883.3,130.0,2.05
Town12,794,-3,262.8,637.0,right,0.0,200.0,18.0,0.0,3.5,1,1,False,-2535.2,5884.0,130.0,2.05
Town12,794,-2,262.8,637.0,right,0.0,200.0,18.0,0.0,3.5,0,2,False,-2538.7,5884.6,130.0,2.05
Town12,738,-3,50.4,1184.9,right,0.0,554.0,26.8,124.0,3.5,2,0,False,-2298.0,3733.6,130.0,1.1
Town12,738,-2,50.4,1184.9,right,0.0,554.0,26.8,124.0,3.5,1,1,False,-2301.1,3732.0,130.0,1.1
Town12,738,-1,50.4,1184.9,right,0.0,554.0,26.8,124.0,3.5,0,2,False,-2304.2,3730.4,130.0,1.1
Town12,738,-3,50.7,1184.9,right,0.0,748.0,36.2,124.0,3.5,2,0,False,-2297.8,3733.3,130.0,1.1
Town12,738,-2,50.7,1184.9,right,0.0,748.0,36.2,124.0,3.5,1,1,False,-2300.9,3731.7,130.0,1.1
Town12,738,-1,50.7,1184.9,right,0.0,748.0,36.2,124.0,3.5,0,2,False,-2304.0,3730.1,130.0,1.1
Town12,308,-1,201.7,302.4,right,0.0,110.0,20.8,32.0,2.75,0,0,False,-1430.0,3464.0,100.0,4.31
Town12,582,1,404.9,246.8,left,0.0,88.0,-20.4,0.0,2.75,0,0,False,-1558.4,3660.5,90.3,5.28
Town12,542,-1,1.7,419.5,left,0.0,100.0,-13.7,0.0,2.75,0,0,False,-403.1,5958.3,117.7,3.11
Town12,837,-4,344.9,1210.8,left,0.0,342.0,-16.2,0.0,3.5,2,0,False,-1316.5,6461.5,130.0,1.08
Town12,837,-3,344.9,1210.8,left,0.0,342.0,-16.2,0.0,3.5,1,1,False,-1316.9,6465.0,130.0,1.08
Town12,837,-2,344.9,1210.8,left,0.0,342.0,-16.2,0.0,3.5,0,2,False,-1317.2,6468.5,130.0,1.08
Town12,222,1,526.8,142.4,left,0.134,134.0,-53.9,0.0,3.0,0,0,False,-3154.3,865.4,68.6,9.16
Town12,1135,1,120.1,39.2,left,0.153,44.0,-64.3,166.0,2.75,0,0,False,-70.4,4019.3,36.0,33.24
Town12,837,-4,841.5,414.5,right,0.0,474.0,65.5,0.0,3.5,2,0,False,-1810.6,6509.9,117.0,3.15
Town12,837,-3,841.5,414.5,right,0.0,474.0,65.5,0.0,3.5,1,1,False,-1809.7,6513.2,117.0,3.15
Town12,837,-2,841.5,414.5,right,0.0,474.0,65.5,0.0,3.5,0,2,False,-1808.8,6516.6,117.0,3.15
Town12,837,-5,1147.9,414.5,right,0.0,168.0,23.2,0.0,3.5,3,0,False,-2100.2,6473.3,117.0,3.15
Town12,837,-4,1097.9,414.5,right,0.0,218.0,30.1,0.0,3.5,2,1,False,-2057.3,6496.5,117.0,3.15
Town12,837,-3,1097.9,414.5,right,0.0,218.0,30.1,0.0,3.5,1,2,False,-2058.5,6499.8,117.0,3.15
Town12,837,-2,1097.9,414.5,right,0.0,218.0,30.1,0.0,3.5,0,3,False,-2059.8,6503.1,117.0,3.15
Town12,738,-3,50.0,1185.0,right,0.007,1130.0,54.6,124.0,3.5,2,0,False,-2298.2,3734.0,130.0,1.1
Town12,738,-2,50.0,1185.0,right,0.007,1130.0,54.6,124.0,3.5,1,1,False,-2301.3,3732.4,130.0,1.1
Town12,738,-1,50.0,1185.0,right,0.007,1130.0,54.6,124.0,3.5,0,2,False,-2304.4,3730.7,130.0,1.1
Town12,738,3,1288.5,1184.9,left,0.0,1180.0,-57.1,0.0,3.5,0,2,False,-1311.3,3088.0,130.0,1.1
Town12,738,4,1288.5,1184.9,left,0.0,1180.0,-57.1,0.0,3.5,1,1,False,-1311.4,3084.5,130.0,1.1
Town12,738,5,1288.5,1184.9,left,0.0,1180.0,-57.1,0.0,3.5,2,0,False,-1311.6,3081.0,130.0,1.1
Town12,1124,-2,0.9,452.6,left,0.125,60.0,-7.6,0.0,3.5,0,0,False,-1084.5,3112.5,122.3,2.88
Town12,738,3,1314.0,1184.9,left,0.0,1026.0,-49.6,500.0,3.5,0,3,False,-1285.7,3087.1,130.0,1.1
Town12,738,4,1314.0,1184.9,left,0.0,1026.0,-49.6,500.0,3.5,1,2,False,-1285.8,3083.6,130.0,1.1
Town12,738,5,1314.0,1184.9,left,0.0,1026.0,-49.6,500.0,3.5,2,1,False,-1285.8,3080.1,130.0,1.1
Town12,1002,1,206.9,309.7,left,0.101,72.0,-13.3,0.0,3.25,0,1,False,320.8,5118.0,101.2,4.21
Town12,950,2,1.8,280.2,left,0.166,82.0,-16.8,500.0,3.25,1,0,False,925.4,4276.4,96.2,4.65
Town12,880,-2,154.0,203.2,right,0.079,194.0,54.7,0.0,3.5,0,1,False,3887.2,2996.0,81.9,6.42
Town12,880,-3,173.0,203.5,right,0.088,174.0,49.0,0.0,3.48,1,0,False,3874.2,3009.8,82.0,6.41
Town12,3246,1,0.4,348.5,left,0.021,116.0,-19.1,0.0,3.25,0,0,True,799.2,4733.2,107.3,3.74
Town12,900,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-866.1,2993.3,57.8,12.9
Town12,900,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-864.9,2996.6,57.8,12.9
Town12,926,-4,0.0,452.3,right,0.0,206.0,26.1,0.0,3.5,2,0,False,4138.8,3391.2,122.3,2.88
Town12,926,-3,0.0,452.3,right,0.0,206.0,26.1,0.0,3.5,1,1,False,4142.1,3390.0,122.3,2.88
Town12,926,-2,0.0,452.3,right,0.0,206.0,26.1,0.0,3.5,0,2,False,4145.4,3388.8,122.3,2.88
Town12,924,-4,57.0,409.2,right,0.001,282.0,39.5,500.0,3.5,2,0,False,3753.2,3113.5,116.3,3.19
Town12,924,-3,57.0,409.2,right,0.001,282.0,39.5,500.0,3.5,1,1,False,3753.2,3110.0,116.3,3.19
Town12,924,-2,57.0,409.2,right,0.001,282.0,39.5,500.0,3.5,0,2,False,3753.1,3106.5,116.3,3.19
Town12,8277,2,6.9,231.9,left,0.078,74.0,-18.3,0.0,3.5,0,0,True,2824.7,3083.7,87.5,5.62
Town12,924,-3,56.9,417.1,right,0.103,460.0,63.2,500.0,3.5,1,1,False,3753.1,3110.0,117.4,3.13
Town12,924,-2,56.9,417.1,right,0.103,460.0,63.2,500.0,3.5,0,2,False,3753.0,3106.5,117.4,3.13
Town12,935,-2,0.0,399.5,right,0.0,92.0,13.2,4.0,3.25,1,0,False,2577.8,4217.1,114.9,3.26
Town12,934,1,335.1,399.5,right,0.092,300.0,43.0,0.0,3.25,0,1,False,2510.6,4026.4,114.9,3.26
Town12,3296,-1,0.0,328.0,right,0.0,246.0,43.0,0.0,2.75,0,0,True,-300.4,5101.4,104.1,3.98
Town12,935,2,109.7,399.5,left,0.0,144.0,-20.7,0.0,3.25,1,0,False,2584.8,4326.7,114.9,3.26
Town12,746,-2,0.8,271.5,left,0.017,66.0,-13.9,500.0,3.25,1,0,False,922.8,4275.9,94.7,4.8
Town12,19857,-2,57.2,455.5,right,0.158,202.0,25.4,274.0,3.5,0,0,True,-2877.5,3926.5,122.7,2.86
Town12,950,1,1.7,285.6,left,0.162,54.0,-10.8,500.0,3.25,0,1,False,924.9,4279.6,97.2,4.57
Town12,950,2,1.7,285.6,left,0.162,54.0,-10.8,500.0,3.25,1,0,False,925.4,4276.4,97.2,4.57
Town12,959,1,231.8,133.6,left,0.148,40.0,-17.2,0.0,2.75,0,0,False,2621.0,-306.4,66.4,9.76
Town12,862,1,429.3,391.9,left,0.0,244.0,-35.7,0.0,3.0,0,0,False,-3781.4,743.4,113.8,3.33
Town12,223,-1,182.5,138.9,right,0.099,286.0,117.9,0.0,3.0,0,0,False,-2993.9,471.6,67.8,9.39
Town12,981,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-896.9,3175.8,57.8,12.9
Town12,981,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-894.7,3173.1,57.8,12.9
Town12,982,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-835.6,3199.5,57.8,12.9
Town12,982,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-835.4,3196.0,57.8,12.9
Town12,983,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-786.4,3190.3,57.8,12.9
Town12,983,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-787.8,3187.1,57.8,12.9
Town12,984,-2,0.0,347.3,left,0.0,116.0,-19.1,2.0,3.25,1,0,False,799.6,4733.2,107.1,3.75
Town12,898,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-760.5,3012.7,57.8,12.9
Town12,898,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-762.7,3015.4,57.8,12.9
Town12,6086,-4,0.0,100.2,left,0.0,56.0,-32.0,0.0,3.5,2,0,True,2636.7,3048.5,57.5,13.01
Town12,6086,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,True,2633.7,3050.3,57.6,13.01
Town12,6086,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,True,2630.7,3052.1,57.6,13.01
Town12,1002,2,206.3,307.0,left,0.066,72.0,-13.4,0.0,3.25,1,0,False,319.9,5114.8,100.7,4.25
Town12,738,-3,50.4,1184.9,right,0.0,800.0,38.7,124.0,3.5,2,0,False,-2298.0,3733.6,130.0,1.1
Town12,1012,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2453.6,3048.9,57.6,13.01
Town12,1012,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2456.6,3050.8,57.6,13.01
Town12,1165,-1,30.4,391.9,right,0.155,116.0,17.0,0.0,2.75,0,0,False,505.5,5876.9,113.8,3.33
Town12,934,-2,333.7,400.8,right,0.054,300.0,42.9,0.0,3.25,1,0,False,2504.5,4029.2,115.1,3.25
Town12,934,-2,18.0,397.3,left,0.0,296.0,-42.7,302.0,3.25,1,0,False,2433.5,3726.1,114.6,3.28
Town12,84,1,197.2,58.1,left,0.0,46.0,-45.3,0.0,3.0,0,0,False,1019.7,4797.0,43.8,22.43
Town12,738,3,1314.6,1185.8,left,0.016,420.0,-20.3,500.0,3.5,0,3,False,-1285.1,3087.1,130.0,1.1
Town12,738,4,1314.6,1185.8,left,0.016,420.0,-20.3,500.0,3.5,1,2,False,-1285.2,3083.6,130.0,1.1
Town12,738,5,1314.6,1185.8,left,0.016,420.0,-20.3,500.0,3.5,2,1,False,-1285.2,3080.1,130.0,1.1
Town12,1002,-2,118.0,301.7,right,0.001,48.0,9.1,500.0,3.25,1,0,False,236.7,5145.0,99.9,4.32
Town12,925,-4,0.0,412.0,right,0.105,286.0,39.8,0.0,3.5,2,0,False,3854.1,3125.9,116.7,3.16
Town12,925,-3,0.0,432.8,right,0.1,618.0,81.8,0.0,3.5,1,1,False,3855.0,3122.6,119.6,3.01
Town12,925,-2,0.0,432.8,right,0.1,618.0,81.8,0.0,3.5,0,2,False,3855.8,3119.2,119.6,3.01
Town12,16550,-4,0.0,100.2,left,0.0,72.0,-41.2,0.0,3.5,2,0,True,2575.2,3000.4,57.6,13.01
Town12,16550,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,True,2574.2,3003.7,57.6,13.01
Town12,16550,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,True,2573.1,3007.1,57.6,13.01
Town12,1137,-2,36.0,66.9,right,0.047,66.0,56.5,0.0,3.4,0,0,False,-2270.3,6273.6,47.0,19.49
Town12,1166,1,1869.0,410.0,right,0.0,328.0,45.8,0.0,3.5,0,0,False,3310.3,-1731.9,116.4,3.18
Town12,1166,1,1868.9,410.0,right,0.0,250.0,34.9,0.0,3.5,0,0,False,3310.4,-1731.9,116.4,3.18
Town12,19864,1,1.3,252.5,left,0.027,192.0,-43.6,0.0,3.5,0,0,True,-3427.2,1809.1,91.4,5.16
Town12,16763,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,True,2452.3,3157.9,57.6,13.01
Town12,16763,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,True,2455.3,3156.2,57.6,13.01
Town12,1157,-4,632.7,412.1,right,0.023,130.0,18.1,500.0,3.5,2,0,False,3775.4,5969.5,116.7,3.16
Town12,1157,-3,632.7,412.1,right,0.023,130.0,18.1,500.0,3.5,1,1,False,3778.8,5970.1,116.7,3.16
Town12,1157,-2,632.7,412.1,right,0.023,130.0,18.1,500.0,3.5,0,2,False,3782.3,5970.7,116.7,3.16
Town12,1295,-1,16.3,177.2,right,0.153,44.0,14.2,0.0,3.25,0,0,True,2407.3,5212.4,76.5,7.36
Town12,17534,-4,0.0,101.1,left,0.0,196.0,-111.1,0.0,3.5,2,0,True,-760.2,3178.2,57.8,12.9
Town12,17534,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,True,-762.4,3175.5,57.8,12.9
Town12,17534,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,True,-764.6,3172.8,57.8,12.9
Town12,709,2,76.1,417.2,left,0.102,62.0,-8.5,0.0,3.5,0,0,False,-648.0,3135.7,117.4,3.13
Town12,12354,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,True,2534.6,3209.7,57.6,13.01
Town12,12354,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,True,2534.9,3206.2,57.6,13.01
Town12,17912,-4,0.0,452.3,right,0.0,314.0,39.8,0.0,3.5,2,0,True,4092.1,3297.4,122.3,2.88
Town12,17912,-3,0.0,452.3,right,0.0,314.0,39.8,0.0,3.5,1,1,True,4095.0,3295.4,122.3,2.88
Town12,17912,-2,0.0,452.3,right,0.0,314.0,39.8,0.0,3.5,0,2,True,4097.9,3293.5,122.3,2.88
Town12,7759,-2,0.0,375.4,left,0.0,98.0,-15.0,0.0,3.5,0,1,True,523.1,6045.8,111.4,3.47
Town12,12932,1,0.2,499.1,left,0.006,66.0,-7.6,0.0,3.5,0,0,True,-3784.0,1979.6,128.4,2.61
Town12,18181,-2,2.1,267.2,right,0.153,92.0,19.7,0.0,3.5,0,0,True,-2493.0,4215.3,94.0,4.88
Town12,861,-1,460.2,362.8,left,0.002,222.0,-35.1,12.0,3.0,0,0,False,-3676.4,1237.7,109.5,3.59
Town12,363,-1,302.6,253.6,right,0.161,402.0,90.8,70.0,3.5,0,0,False,-3366.9,1505.5,91.5,5.14
Town12,8215,-1,0.0,398.7,left,0.0,252.0,-36.2,0.0,3.5,0,0,True,-3421.7,1186.3,114.8,3.27
Town12,575,1,209.7,381.3,left,0.0,248.0,-37.3,0.0,3.0,0,0,False,-3385.1,1671.3,112.2,3.42
Town12,1123,2,91.0,240.7,right,0.0,80.0,19.0,0.0,3.5,0,0,False,2733.6,3060.9,89.2,5.42
Town12,924,-4,57.8,409.2,right,0.0,242.0,33.9,0.0,3.5,2,0,False,3753.9,3113.5,116.3,3.19
Town12,924,-3,57.8,409.2,right,0.0,242.0,33.9,0.0,3.5,1,1,False,3753.9,3110.0,116.3,3.19
Town12,8335,-4,0.0,100.2,left,0.0,104.0,-59.5,0.0,3.5,2,0,True,2486.5,3197.6,57.6,13.01
Town12,18709,-4,0.0,101.1,left,0.0,58.0,-32.9,0.0,3.5,2,0,True,-732.6,3042.3,57.8,12.9
Town12,18709,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,True,-735.7,3043.9,57.8,12.9
Town12,18709,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,True,-738.8,3045.6,57.8,12.9
Town12,13622,1,0.0,399.5,left,0.001,152.0,-21.8,10.0,3.25,0,0,True,2582.1,4181.7,114.9,3.26
Town12,587,-1,100.3,81.2,left,0.163,60.0,-42.4,444.0,2.75,0,0,False,-1021.1,3800.2,51.8,16.07
Town12,13645,1,0.0,401.9,right,0.029,92.0,13.1,0.0,3.25,0,0,True,2581.0,4216.7,115.3,3.24
Town12,19544,-5,0.0,185.8,right,0.066,76.0,23.4,0.0,3.5,0,0,True,-2235.2,6358.1,78.4,7.02
Town12,19544,-2,2.1,182.8,right,0.001,74.0,23.2,0.0,3.5,0,0,True,-2236.4,6356.5,77.7,7.13
Town12,13899,-2,55.8,1122.4,right,0.125,268.0,13.7,0.0,3.5,0,0,True,-2513.0,4315.8,130.0,1.16
Town12,984,2,132.5,347.3,right,0.0,120.0,19.8,0.0,3.25,1,0,False,925.7,4694.1,107.1,3.75
Town12,1033,-1,241.2,44.3,right,0.148,52.0,67.2,500.0,3.0,0,0,False,2287.3,3925.1,38.3,29.42
Town12,20084,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,True,2533.5,3003.1,57.6,13.01
Town12,10157,1,16.2,419.5,right,0.0,114.0,15.6,0.0,2.75,0,0,True,-400.4,5960.0,117.7,3.11
Town12,1157,-4,634.0,410.7,right,0.0,546.0,76.2,0.0,3.5,2,0,False,3775.2,5970.8,116.5,3.18
Town12,1157,-3,634.0,410.7,right,0.0,546.0,76.2,0.0,3.5,1,1,False,3778.6,5971.4,116.5,3.18
Town12,1157,-2,634.0,410.7,right,0.0,546.0,76.2,0.0,3.5,0,2,False,3782.1,5972.0,116.5,3.18
Town12,15102,-1,13.1,373.7,left,0.028,126.0,-19.3,0.0,3.5,0,0,True,550.6,6034.7,111.1,3.49
Town12,2368,-3,0.0,258.1,right,0.116,86.0,19.1,500.0,3.5,0,0,True,823.3,3103.1,92.4,5.05
Town12,13327,1,26.2,449.3,right,0.0,142.0,18.1,0.0,3.5,0,0,True,-2918.6,3886.8,121.9,2.9
Town12,738,-3,47.3,1191.8,right,0.167,498.0,23.9,120.0,3.5,2,0,False,-2299.4,3736.4,130.0,1.09
Town12,738,-2,47.3,1191.8,right,0.167,498.0,23.9,120.0,3.5,1,1,False,-2302.5,3734.8,130.0,1.09
Town12,738,-1,47.3,1191.8,right,0.167,498.0,23.9,120.0,3.5,0,2,False,-2305.6,3733.2,130.0,1.09
